id,date,source_medium,sessions,users,new_users,transactions,purchase_revenue,add_to_carts,checkouts,created_at
4,2025-03-13,(direct) / (none),68,57,57,3,217.00,11,5,2026-03-13 11:32:43.864768+00
8,2025-03-13,google / organic,43,33,22,0,0.00,6,5,2026-03-13 11:32:43.864768+00
16,2025-03-13,facebook / referral,24,24,24,0,0.00,0,0,2026-03-13 11:32:43.864768+00
21,2025-03-13,facebook / organic,17,16,16,0,0.00,0,0,2026-03-13 11:32:43.864768+00
25,2025-03-13,app.clickup.com / referral,9,3,0,0,0.00,5,1,2026-03-13 11:32:43.864768+00
48,2025-03-13,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
49,2025-03-13,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:43.864768+00
50,2025-03-13,frenet.lightning.force.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
1,2025-03-13,facebook / (not set),192,189,193,0,0.00,0,0,2026-03-13 11:32:43.864768+00
2,2025-03-13,l.instagram.com / referral,159,152,155,0,0.00,12,5,2026-03-13 11:32:43.864768+00
17,2025-03-13,meta / cpc,24,22,21,0,0.00,0,0,2026-03-13 11:32:43.864768+00
7,2025-03-14,facebook / (not set),49,49,49,0,0.00,0,0,2026-03-13 11:32:43.864768+00
9,2025-03-14,(direct) / (none),42,38,34,2,103.98,8,5,2026-03-13 11:32:43.864768+00
10,2025-03-14,l.instagram.com / referral,39,35,33,0,0.00,6,5,2026-03-13 11:32:43.864768+00
15,2025-03-14,google / organic,25,20,15,1,35.00,6,2,2026-03-13 11:32:43.864768+00
26,2025-03-14,meta / cpc,9,8,7,0,0.00,1,1,2026-03-13 11:32:43.864768+00
32,2025-03-14,facebook / referral,5,5,5,0,0.00,0,0,2026-03-13 11:32:43.864768+00
35,2025-03-14,(not set),4,3,3,0,0.00,0,0,2026-03-13 11:32:43.864768+00
36,2025-03-14,app.clickup.com / referral,4,2,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
41,2025-03-14,l.facebook.com / referral,2,1,0,0,0.00,2,1,2026-03-13 11:32:43.864768+00
51,2025-03-14,business.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
52,2025-03-14,facebook / organic,1,1,1,0,0.00,0,0,2026-03-13 11:32:43.864768+00
53,2025-03-14,service.pagbrasil.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
11,2025-03-15,(direct) / (none),35,34,33,1,84.00,7,3,2026-03-13 11:32:43.864768+00
22,2025-03-15,l.instagram.com / referral,17,17,15,1,35.00,1,1,2026-03-13 11:32:43.864768+00
30,2025-03-15,google / organic,7,7,5,0,0.00,1,1,2026-03-13 11:32:43.864768+00
42,2025-03-15,(not set),2,1,1,0,0.00,0,0,2026-03-13 11:32:43.864768+00
54,2025-03-15,facebook / (not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
19,2025-03-16,l.instagram.com / referral,19,19,19,0,0.00,0,0,2026-03-13 11:32:43.864768+00
24,2025-03-16,(direct) / (none),10,10,10,0,0.00,0,0,2026-03-13 11:32:43.864768+00
33,2025-03-16,google / organic,5,4,2,0,0.00,0,0,2026-03-13 11:32:43.864768+00
37,2025-03-16,bing / organic,4,4,4,0,0.00,0,0,2026-03-13 11:32:43.864768+00
55,2025-03-16,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
56,2025-03-16,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:43.864768+00
23,2025-03-17,google / organic,14,10,8,0,0.00,1,2,2026-03-13 11:32:43.864768+00
27,2025-03-17,l.instagram.com / referral,9,9,9,0,0.00,0,0,2026-03-13 11:32:43.864768+00
34,2025-03-17,(direct) / (none),5,3,1,1,59.58,7,3,2026-03-13 11:32:43.864768+00
43,2025-03-17,app.clickup.com / referral,2,2,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
44,2025-03-17,linktr.ee / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:43.864768+00
57,2025-03-17,shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
6,2025-03-18,m.facebook.com / referral,57,57,57,0,0.00,0,0,2026-03-13 11:32:43.864768+00
12,2025-03-18,facebook.com / referral,33,33,33,0,0.00,0,0,2026-03-13 11:32:43.864768+00
13,2025-03-18,(direct) / (none),28,27,26,0,0.00,1,0,2026-03-13 11:32:43.864768+00
18,2025-03-18,l.instagram.com / referral,22,19,19,0,0.00,0,0,2026-03-13 11:32:43.864768+00
20,2025-03-18,google / organic,18,15,11,1,97.50,1,1,2026-03-13 11:32:43.864768+00
28,2025-03-18,app.clickup.com / referral,9,3,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
38,2025-03-18,(not set),4,4,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
39,2025-03-18,meta / cpc,4,1,1,0,0.00,0,0,2026-03-13 11:32:43.864768+00
45,2025-03-18,instagram.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:43.864768+00
58,2025-03-18,business.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
59,2025-03-18,l.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:43.864768+00
60,2025-03-18,shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
5,2025-03-19,(direct) / (none),58,48,47,1,18.90,1,1,2026-03-13 11:32:43.864768+00
14,2025-03-19,google / organic,26,16,9,1,35.00,1,1,2026-03-13 11:32:43.864768+00
29,2025-03-19,l.instagram.com / referral,9,7,5,0,0.00,0,0,2026-03-13 11:32:43.864768+00
31,2025-03-19,facebook.com / referral,7,7,7,0,0.00,0,0,2026-03-13 11:32:43.864768+00
40,2025-03-19,meta / cpc,4,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
46,2025-03-19,(not set),2,2,1,0,0.00,0,0,2026-03-13 11:32:43.864768+00
47,2025-03-19,shopify.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
61,2025-03-19,business.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
62,2025-03-19,facebook / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:43.864768+00
63,2025-03-19,instagram.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:43.864768+00
64,2025-03-19,l.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:43.864768+00
3,2025-03-19,m.facebook.com / referral,118,117,116,0,0.00,0,0,2026-03-13 11:32:43.864768+00
71,2025-03-20,(direct) / (none),66,61,56,1,59.58,2,1,2026-03-13 11:32:44.965497+00
72,2025-03-20,m.facebook.com / referral,61,61,60,0,0.00,0,0,2026-03-13 11:32:44.965497+00
117,2025-03-20,facebook / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
118,2025-03-20,meta / cpc,1,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
88,2025-03-20,l.instagram.com / referral,14,14,13,1,110.30,3,3,2026-03-13 11:32:44.965497+00
91,2025-03-20,google / organic,9,8,4,0,0.00,8,5,2026-03-13 11:32:44.965497+00
101,2025-03-20,facebook.com / referral,4,4,4,0,0.00,0,0,2026-03-13 11:32:44.965497+00
103,2025-03-20,app.clickup.com / referral,3,2,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
66,2025-03-21,m.facebook.com / referral,137,134,132,0,0.00,0,0,2026-03-13 11:32:44.965497+00
73,2025-03-21,(direct) / (none),49,44,40,0,0.00,0,0,2026-03-13 11:32:44.965497+00
119,2025-03-21,app.clickup.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
120,2025-03-21,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
90,2025-03-21,google / organic,10,7,4,0,0.00,0,0,2026-03-13 11:32:44.965497+00
92,2025-03-21,l.instagram.com / referral,8,8,8,0,0.00,0,0,2026-03-13 11:32:44.965497+00
93,2025-03-21,linktr.ee / referral,6,5,5,0,0.00,0,0,2026-03-13 11:32:44.965497+00
109,2025-03-21,l.facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:44.965497+00
110,2025-03-21,meta / cpc,2,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
67,2025-03-22,m.facebook.com / referral,128,125,122,0,0.00,0,0,2026-03-13 11:32:44.965497+00
79,2025-03-22,l.instagram.com / referral,27,27,26,1,97.50,4,2,2026-03-13 11:32:44.965497+00
121,2025-03-22,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
122,2025-03-22,instagram.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
123,2025-03-22,linktr.ee / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
81,2025-03-22,(direct) / (none),26,26,21,0,0.00,1,1,2026-03-13 11:32:44.965497+00
94,2025-03-22,facebook.com / referral,6,6,6,0,0.00,0,0,2026-03-13 11:32:44.965497+00
95,2025-03-22,google / organic,6,4,4,0,0.00,0,0,2026-03-13 11:32:44.965497+00
104,2025-03-22,docs.google.com / referral,3,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
105,2025-03-22,facebook / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:44.965497+00
65,2025-03-23,m.facebook.com / referral,151,150,141,0,0.00,0,0,2026-03-13 11:32:44.965497+00
75,2025-03-23,l.instagram.com / referral,37,35,37,0,0.00,0,0,2026-03-13 11:32:44.965497+00
76,2025-03-23,(direct) / (none),31,31,29,0,0.00,0,0,2026-03-13 11:32:44.965497+00
124,2025-03-23,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
125,2025-03-23,facebook / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
126,2025-03-23,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
127,2025-03-23,l.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
99,2025-03-23,google / organic,5,2,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
70,2025-03-24,m.facebook.com / referral,105,103,92,0,0.00,0,0,2026-03-13 11:32:44.965497+00
111,2025-03-24,facebook / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:44.965497+00
112,2025-03-24,instagram.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:44.965497+00
113,2025-03-24,linktr.ee / referral,2,2,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
128,2025-03-24,linkedin.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
80,2025-03-24,google / organic,27,22,19,0,0.00,5,1,2026-03-13 11:32:44.965497+00
82,2025-03-24,l.instagram.com / referral,25,22,21,0,0.00,0,0,2026-03-13 11:32:44.965497+00
83,2025-03-24,(direct) / (none),24,24,19,0,0.00,1,0,2026-03-13 11:32:44.965497+00
89,2025-03-24,(not set),12,12,12,0,0.00,0,0,2026-03-13 11:32:44.965497+00
96,2025-03-24,facebook.com / referral,6,6,6,0,0.00,0,0,2026-03-13 11:32:44.965497+00
100,2025-03-24,app.clickup.com / referral,5,3,0,0,0.00,3,0,2026-03-13 11:32:44.965497+00
106,2025-03-24,meta / cpc,3,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
68,2025-03-25,m.facebook.com / referral,123,122,112,0,0.00,0,0,2026-03-13 11:32:44.965497+00
78,2025-03-25,google / organic,29,19,13,1,70.00,2,2,2026-03-13 11:32:44.965497+00
114,2025-03-25,instagram.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:44.965497+00
115,2025-03-25,l.facebook.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
116,2025-03-25,linktr.ee / referral,2,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
129,2025-03-25,pt-br.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
84,2025-03-25,(direct) / (none),20,18,19,0,0.00,0,0,2026-03-13 11:32:44.965497+00
85,2025-03-25,l.instagram.com / referral,20,18,16,0,0.00,1,1,2026-03-13 11:32:44.965497+00
97,2025-03-25,(not set),6,6,6,0,0.00,0,0,2026-03-13 11:32:44.965497+00
102,2025-03-25,facebook.com / referral,4,4,4,0,0.00,0,0,2026-03-13 11:32:44.965497+00
107,2025-03-25,facebook / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:44.965497+00
69,2025-03-26,m.facebook.com / referral,107,105,98,0,0.00,0,0,2026-03-13 11:32:44.965497+00
74,2025-03-26,meta / cpc,47,47,47,0,0.00,0,0,2026-03-13 11:32:44.965497+00
77,2025-03-26,(direct) / (none),31,31,29,1,42.00,3,2,2026-03-13 11:32:44.965497+00
130,2025-03-26,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
131,2025-03-26,IGShopping / Social,1,1,0,0,0.00,0,0,2026-03-13 11:32:44.965497+00
132,2025-03-26,instagram.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
133,2025-03-26,l.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:44.965497+00
86,2025-03-26,google / organic,19,11,7,0,0.00,0,0,2026-03-13 11:32:44.965497+00
87,2025-03-26,l.instagram.com / referral,19,18,17,0,0.00,3,2,2026-03-13 11:32:44.965497+00
98,2025-03-26,facebook.com / referral,6,6,6,0,0.00,0,0,2026-03-13 11:32:44.965497+00
108,2025-03-26,facebook / referral,3,3,2,0,0.00,0,0,2026-03-13 11:32:44.965497+00
186,2025-03-27,(not set),2,2,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
187,2025-03-27,facebook / referral,2,2,0,0,0.00,0,0,2026-03-13 11:32:46.002989+00
192,2025-03-27,l.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
193,2025-03-27,linktr.ee / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
135,2025-03-27,m.facebook.com / referral,141,137,124,0,0.00,0,0,2026-03-13 11:32:46.002989+00
145,2025-03-27,meta / cpc,38,37,36,0,0.00,0,0,2026-03-13 11:32:46.002989+00
148,2025-03-27,google / organic,24,17,5,1,18.90,2,3,2026-03-13 11:32:46.002989+00
160,2025-03-27,(direct) / (none),13,11,11,1,77.00,2,1,2026-03-13 11:32:46.002989+00
161,2025-03-27,l.instagram.com / referral,13,13,13,0,0.00,0,0,2026-03-13 11:32:46.002989+00
165,2025-03-28,(direct) / (none),11,10,10,0,0.00,0,0,2026-03-13 11:32:46.002989+00
174,2025-03-28,(not set),5,3,0,0,0.00,0,0,2026-03-13 11:32:46.002989+00
178,2025-03-28,facebook / organic,4,3,3,0,0.00,1,1,2026-03-13 11:32:46.002989+00
181,2025-03-28,app.clickup.com / referral,3,1,0,0,0.00,40,0,2026-03-13 11:32:46.002989+00
194,2025-03-28,docs.google.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:46.002989+00
195,2025-03-28,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
139,2025-03-28,m.facebook.com / referral,106,102,98,0,0.00,0,0,2026-03-13 11:32:46.002989+00
143,2025-03-28,meta / cpc,39,38,36,0,0.00,0,0,2026-03-13 11:32:46.002989+00
153,2025-03-28,google / organic,17,11,5,0,0.00,5,0,2026-03-13 11:32:46.002989+00
154,2025-03-28,l.instagram.com / referral,17,17,17,0,0.00,0,0,2026-03-13 11:32:46.002989+00
162,2025-03-28,facebook / (not set),13,13,13,1,257.30,4,1,2026-03-13 11:32:46.002989+00
163,2025-03-28,facebook / referral,12,12,12,0,0.00,1,0,2026-03-13 11:32:46.002989+00
175,2025-03-29,facebook / referral,5,5,5,0,0.00,0,0,2026-03-13 11:32:46.002989+00
182,2025-03-29,google / organic,3,3,2,0,0.00,0,0,2026-03-13 11:32:46.002989+00
188,2025-03-29,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:46.002989+00
136,2025-03-29,m.facebook.com / referral,122,122,112,0,0.00,0,0,2026-03-13 11:32:46.002989+00
141,2025-03-29,meta / cpc,44,44,44,0,0.00,0,0,2026-03-13 11:32:46.002989+00
147,2025-03-29,facebook / (not set),31,30,32,0,0.00,0,0,2026-03-13 11:32:46.002989+00
150,2025-03-29,(direct) / (none),21,19,18,0,0.00,0,0,2026-03-13 11:32:46.002989+00
159,2025-03-29,l.instagram.com / referral,14,14,14,0,0.00,0,0,2026-03-13 11:32:46.002989+00
171,2025-03-30,facebook / organic,6,6,6,0,0.00,0,0,2026-03-13 11:32:46.002989+00
183,2025-03-30,google / organic,3,3,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
196,2025-03-30,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
197,2025-03-30,service.pagbrasil.com / referral,1,1,0,1,35.00,0,0,2026-03-13 11:32:46.002989+00
137,2025-03-30,m.facebook.com / referral,120,120,110,0,0.00,0,0,2026-03-13 11:32:46.002989+00
142,2025-03-30,meta / cpc,42,42,42,0,0.00,0,0,2026-03-13 11:32:46.002989+00
144,2025-03-30,facebook / (not set),39,38,38,0,0.00,0,0,2026-03-13 11:32:46.002989+00
151,2025-03-30,facebook / referral,20,19,20,0,0.00,0,0,2026-03-13 11:32:46.002989+00
152,2025-03-30,(direct) / (none),18,17,14,0,0.00,4,1,2026-03-13 11:32:46.002989+00
156,2025-03-30,l.instagram.com / referral,15,14,13,0,0.00,2,2,2026-03-13 11:32:46.002989+00
166,2025-03-31,facebook / (not set),11,11,11,0,0.00,0,0,2026-03-13 11:32:46.002989+00
167,2025-03-31,meta / cpc,11,11,11,0,0.00,4,4,2026-03-13 11:32:46.002989+00
176,2025-03-31,facebook / referral,5,5,5,0,0.00,0,0,2026-03-13 11:32:46.002989+00
189,2025-03-31,l.facebook.com / referral,2,2,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
140,2025-03-31,m.facebook.com / referral,52,51,44,0,0.00,0,0,2026-03-13 11:32:46.002989+00
155,2025-03-31,(direct) / (none),17,17,15,1,35.00,1,1,2026-03-13 11:32:46.002989+00
157,2025-03-31,l.instagram.com / referral,15,14,15,0,0.00,0,0,2026-03-13 11:32:46.002989+00
164,2025-03-31,google / organic,12,10,7,0,0.00,20,0,2026-03-13 11:32:46.002989+00
169,2025-04-01,google / organic,10,6,3,0,0.00,61,0,2026-03-13 11:32:46.002989+00
172,2025-04-01,(direct) / (none),6,5,4,0,0.00,1,1,2026-03-13 11:32:46.002989+00
173,2025-04-01,meta / cpc,6,3,2,0,0.00,0,0,2026-03-13 11:32:46.002989+00
179,2025-04-01,l.instagram.com / referral,4,4,4,0,0.00,0,0,2026-03-13 11:32:46.002989+00
184,2025-04-01,admin.shopify.com / referral,3,2,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
190,2025-04-01,docs.google.com / referral,2,1,0,0,0.00,2,0,2026-03-13 11:32:46.002989+00
191,2025-04-01,m.facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:46.002989+00
198,2025-04-01,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
199,2025-04-01,l.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:46.002989+00
168,2025-04-02,facebook / (not set),11,11,10,0,0.00,1,0,2026-03-13 11:32:46.002989+00
170,2025-04-02,(not set),9,7,6,0,0.00,0,0,2026-03-13 11:32:46.002989+00
177,2025-04-02,m.facebook.com / referral,5,5,5,0,0.00,0,0,2026-03-13 11:32:46.002989+00
180,2025-04-02,facebook.com / referral,4,4,4,0,0.00,0,0,2026-03-13 11:32:46.002989+00
185,2025-04-02,l.facebook.com / referral,3,2,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
200,2025-04-02,admin.shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:46.002989+00
201,2025-04-02,facebook / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.002989+00
202,2025-04-02,service.pagbrasil.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:46.002989+00
134,2025-04-02,facebook / paid,173,168,150,0,0.00,0,0,2026-03-13 11:32:46.002989+00
138,2025-04-02,(direct) / (none),112,105,103,0,0.00,0,0,2026-03-13 11:32:46.002989+00
146,2025-04-02,meta / cpc,33,30,29,0,0.00,0,0,2026-03-13 11:32:46.002989+00
149,2025-04-02,google / organic,23,15,12,0,0.00,12,2,2026-03-13 11:32:46.002989+00
158,2025-04-02,l.instagram.com / referral,15,14,12,0,0.00,2,1,2026-03-13 11:32:46.002989+00
204,2025-04-03,facebook / paid,148,147,130,0,0.00,0,0,2026-03-13 11:32:46.941318+00
211,2025-04-03,(direct) / (none),67,55,50,0,0.00,0,0,2026-03-13 11:32:46.941318+00
213,2025-04-03,facebook / (not set),53,53,52,0,0.00,0,0,2026-03-13 11:32:46.941318+00
259,2025-04-03,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:46.941318+00
260,2025-04-03,m.facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:46.941318+00
267,2025-04-03,l.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:46.941318+00
268,2025-04-03,service.pagbrasil.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:46.941318+00
221,2025-04-03,l.instagram.com / referral,27,27,26,0,0.00,1,1,2026-03-13 11:32:46.941318+00
225,2025-04-03,facebook / referral,17,16,16,0,0.00,0,0,2026-03-13 11:32:46.941318+00
226,2025-04-03,meta / cpc,16,15,14,0,0.00,0,0,2026-03-13 11:32:46.941318+00
234,2025-04-03,google / organic,12,10,3,0,0.00,1,1,2026-03-13 11:32:46.941318+00
245,2025-04-03,facebook / organic,6,6,6,0,0.00,0,0,2026-03-13 11:32:46.941318+00
258,2025-04-03,(not set),2,2,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
203,2025-04-04,facebook / paid,152,152,135,0,0.00,0,0,2026-03-13 11:32:46.941318+00
269,2025-04-04,docs.google.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:46.941318+00
270,2025-04-04,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
271,2025-04-04,linktr.ee / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
215,2025-04-04,facebook / (not set),49,48,47,1,77.00,2,2,2026-03-13 11:32:46.941318+00
217,2025-04-04,(direct) / (none),46,42,34,0,0.00,0,0,2026-03-13 11:32:46.941318+00
223,2025-04-04,l.instagram.com / referral,23,21,20,0,0.00,0,0,2026-03-13 11:32:46.941318+00
227,2025-04-04,facebook / referral,16,16,16,0,0.00,0,0,2026-03-13 11:32:46.941318+00
242,2025-04-04,google / organic,9,8,6,0,0.00,0,0,2026-03-13 11:32:46.941318+00
246,2025-04-04,facebook / organic,6,6,6,0,0.00,0,0,2026-03-13 11:32:46.941318+00
247,2025-04-04,meta / cpc,6,5,4,0,0.00,1,3,2026-03-13 11:32:46.941318+00
206,2025-04-05,facebook / paid,131,131,118,0,0.00,0,0,2026-03-13 11:32:46.941318+00
272,2025-04-05,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:46.941318+00
273,2025-04-05,facebook / organic,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
274,2025-04-05,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
275,2025-04-05,m.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
218,2025-04-05,(direct) / (none),30,30,28,0,0.00,0,0,2026-03-13 11:32:46.941318+00
219,2025-04-05,facebook / (not set),30,29,28,0,0.00,0,0,2026-03-13 11:32:46.941318+00
228,2025-04-05,facebook / referral,16,16,16,0,0.00,0,0,2026-03-13 11:32:46.941318+00
229,2025-04-05,l.instagram.com / referral,16,16,15,1,42.00,1,1,2026-03-13 11:32:46.941318+00
230,2025-04-05,meta / cpc,15,13,14,0,0.00,0,0,2026-03-13 11:32:46.941318+00
251,2025-04-05,google / organic,3,3,3,0,0.00,0,0,2026-03-13 11:32:46.941318+00
205,2025-04-06,facebook / paid,135,133,125,0,0.00,0,0,2026-03-13 11:32:46.941318+00
212,2025-04-06,(direct) / (none),58,54,47,1,18.90,2,1,2026-03-13 11:32:46.941318+00
261,2025-04-06,google / organic,2,2,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
262,2025-04-06,m.facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:46.941318+00
263,2025-04-06,shopify.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:46.941318+00
276,2025-04-06,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:46.941318+00
277,2025-04-06,l.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
214,2025-04-06,facebook / (not set),51,48,45,0,0.00,0,0,2026-03-13 11:32:46.941318+00
222,2025-04-06,meta / cpc,24,23,25,0,0.00,0,0,2026-03-13 11:32:46.941318+00
231,2025-04-06,facebook / referral,15,15,15,0,0.00,0,0,2026-03-13 11:32:46.941318+00
235,2025-04-06,l.instagram.com / referral,12,11,10,0,0.00,0,0,2026-03-13 11:32:46.941318+00
249,2025-04-06,facebook.com / referral,4,4,4,0,0.00,0,0,2026-03-13 11:32:46.941318+00
252,2025-04-06,facebook / organic,3,3,3,0,0.00,0,0,2026-03-13 11:32:46.941318+00
209,2025-04-07,facebook / paid,112,111,103,0,0.00,0,0,2026-03-13 11:32:46.941318+00
210,2025-04-07,(direct) / (none),72,69,62,0,0.00,1,1,2026-03-13 11:32:46.941318+00
264,2025-04-07,service.pagbrasil.com / referral,2,1,0,0,0.00,1,1,2026-03-13 11:32:46.941318+00
278,2025-04-07,m.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
232,2025-04-07,meta / cpc,15,15,15,0,0.00,0,0,2026-03-13 11:32:46.941318+00
236,2025-04-07,facebook / referral,12,11,10,0,0.00,0,0,2026-03-13 11:32:46.941318+00
237,2025-04-07,facebook / (not set),11,10,10,0,0.00,0,0,2026-03-13 11:32:46.941318+00
239,2025-04-07,l.instagram.com / referral,10,6,4,0,0.00,1,1,2026-03-13 11:32:46.941318+00
248,2025-04-07,google / organic,6,6,3,0,0.00,0,0,2026-03-13 11:32:46.941318+00
253,2025-04-07,(not set),3,3,2,0,0.00,0,0,2026-03-13 11:32:46.941318+00
207,2025-04-08,facebook / paid,130,127,122,1,110.30,1,1,2026-03-13 11:32:46.941318+00
254,2025-04-08,facebook / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:46.941318+00
255,2025-04-08,shopify.com / referral,3,2,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
265,2025-04-08,frenet.lightning.force.com / referral,2,1,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
216,2025-04-08,(direct) / (none),49,46,43,0,0.00,0,0,2026-03-13 11:32:46.941318+00
224,2025-04-08,l.instagram.com / referral,19,17,16,0,0.00,0,0,2026-03-13 11:32:46.941318+00
240,2025-04-08,google / organic,10,10,9,0,0.00,0,0,2026-03-13 11:32:46.941318+00
241,2025-04-08,meta / cpc,10,10,11,0,0.00,0,0,2026-03-13 11:32:46.941318+00
208,2025-04-09,facebook / paid,129,128,121,0,0.00,1,1,2026-03-13 11:32:46.941318+00
256,2025-04-09,facebook.com / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:46.941318+00
257,2025-04-09,m.facebook.com / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:46.941318+00
